@relation clustering_1_clustered

@attribute Instance_number numeric
@attribute requests/s numeric
@attribute processtime numeric
@attribute queuetime numeric
@attribute sendtime numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
2697,2266.691255,0.003617,0.008776,0.000124,cluster1
2698,2221.148768,0.003132,0.003404,0.000162,cluster2
2699,2229.494311,0.004063,0.016628,0.000122,cluster1
2700,2223.868586,0.00416,0.021285,0.000153,cluster1
2701,2218.409716,0.003993,0.016952,0.000135,cluster1
2702,2199.165197,0.004352,0.019784,0.000159,cluster1
2703,2279.575496,0.004204,0.024143,0.00015,cluster1
2704,2289.114113,0.003419,0.010824,0.000139,cluster1
2705,2248.064246,0.004314,0.021724,0.000123,cluster1
2706,2156.672632,0.004681,0.02464,0.000117,cluster1
2707,2223.367252,0.004061,0.014569,0.000128,cluster1
2708,2292.765685,0.004307,0.019833,0.000142,cluster1
2709,2186.177443,0.005141,0.03739,0.000145,cluster1
2710,2227.922282,0.005117,0.034022,0.000158,cluster1
2711,2261.771966,0.005088,0.035989,0.000172,cluster1
2712,2277.501287,0.004407,0.021857,0.000145,cluster1
2713,2224.570471,0.004726,0.031077,0.000123,cluster1
2714,2215.673302,0.005144,0.038455,0.000122,cluster1
2715,2158.333125,0.004666,0.029152,0.000104,cluster1
2716,2211.769474,0.004171,0.01789,0.000143,cluster1
2717,2281.199013,0.00384,0.010447,0.000176,cluster1
2718,2309.52391,0.004038,0.015229,0.000146,cluster1
2719,2243.73568,0.004645,0.024425,0.000131,cluster1
2720,2265.666939,0.003547,0.010212,0.000113,cluster1
2721,2588.157214,0.002312,0.001779,0.000122,cluster2
2722,2420.249443,0.002698,0.004516,0.000115,cluster2
2723,2277.434659,0.002994,0.008348,0.000121,cluster2
2724,2376.584626,0.002101,0.000703,0.000133,cluster2
2725,2299.836336,0.003238,0.0061,0.00013,cluster2
2726,2395.711018,0.002241,0.001539,0.000119,cluster2
2727,2313.581428,0.003125,0.006557,0.000135,cluster2
2728,2258.037759,0.002883,0.004432,0.000105,cluster2
2729,2179.595486,0.004917,0.032181,0.000106,cluster1
2730,2290.483349,0.003537,0.00623,0.000131,cluster1
2731,2240.911682,0.002836,0.004596,0.000124,cluster2
2732,2229.783164,0.003992,0.015677,0.00017,cluster1
2733,2233.389011,0.003059,0.007034,0.000125,cluster2
2734,2153.882981,0.004903,0.025478,0.000139,cluster1
2735,2246.293692,0.00422,0.018668,0.000154,cluster1
2736,2120.420494,0.00477,0.02604,0.000129,cluster1
2737,2218.230316,0.004915,0.028846,0.000133,cluster1
2738,2213.570031,0.004652,0.02575,0.00012,cluster1
2739,2270.889306,0.00289,0.004319,0.000129,cluster2
2740,2299.175334,0.004044,0.019461,0.000107,cluster1
2741,2208.157376,0.003674,0.011508,0.000144,cluster1
2742,2204.932888,0.004084,0.011885,0.000171,cluster1
2743,2191.477421,0.004991,0.029289,0.000186,cluster1
2744,2263.327305,0.004247,0.017054,0.000124,cluster1
2745,2351.361781,0.003386,0.009571,0.000145,cluster1
2746,2310.20912,0.002451,0.00166,0.000117,cluster2
2747,2316.740215,0.00233,0.00055,0.00012,cluster2
2748,2356.047116,0.002275,0.000923,0.000159,cluster2
2749,2400.186295,0.002239,0.001111,0.000135,cluster2
2750,2327.496146,0.002103,0.000408,0.000085,cluster2
2751,2372.946312,0.00228,0.000822,0.000161,cluster2
2752,2378.247191,0.002125,0.000314,0.000134,cluster2
2753,2315.009767,0.003605,0.01523,0.000111,cluster1
2754,2256.672903,0.002274,0.000999,0.000123,cluster2
2755,2188.916576,0.002099,0.000211,0.000116,cluster2
2756,2303.362682,0.00271,0.005618,0.000129,cluster2
2757,2290.416681,0.004513,0.02158,0.000162,cluster1
2758,2239.758986,0.003676,0.01147,0.000137,cluster1
2759,2257.590861,0.002193,0.000228,0.000109,cluster2
2760,2215.986491,0.003152,0.009383,0.000109,cluster2
2761,2255.47224,0.003884,0.01406,0.000167,cluster1
2762,2254.178239,0.003683,0.014196,0.000144,cluster1
2763,2191.332173,0.004187,0.020825,0.000124,cluster1
2764,2203.924967,0.003557,0.017139,0.000169,cluster1
2765,2417.746067,0.002885,0.006828,0.000147,cluster2
2766,2076.387857,0.005269,0.039561,0.000131,cluster1
2767,2252.329901,0.004156,0.020399,0.000128,cluster1
2768,2310.207927,0.003988,0.015472,0.000151,cluster1
2769,2267.275056,0.004013,0.015185,0.00013,cluster1
2770,2226.594687,0.00412,0.011723,0.000218,cluster1
2771,2160.811795,0.00519,0.037615,0.000158,cluster1
2772,2363.4255,0.002164,0.001068,0.000117,cluster2
2773,2236.46839,0.002507,0.001751,0.000154,cluster2
2774,2237.894548,0.003778,0.012054,0.000176,cluster1
2775,2295.716979,0.003736,0.008901,0.000186,cluster1
2776,2285.583052,0.003762,0.010733,0.000138,cluster1
2777,2253.529687,0.004131,0.016953,0.00013,cluster1
2778,2236.307881,0.004045,0.017271,0.000148,cluster1
2779,2324.602831,0.004299,0.023002,0.000128,cluster1
2780,2374.537744,0.004155,0.019227,0.00014,cluster1
2781,2247.526486,0.005073,0.032576,0.000133,cluster1
2782,2331.048279,0.005315,0.04462,0.000167,cluster1
2783,2218.688046,0.005222,0.039249,0.000138,cluster1
2784,2144.807501,0.005249,0.036372,0.000117,cluster1
2785,2191.320501,0.005343,0.036059,0.00012,cluster1
2786,2174.617611,0.005634,0.04817,0.000114,cluster1
2787,2121.597243,0.005314,0.039312,0.00012,cluster1
2788,2220.853093,0.004465,0.028264,0.000142,cluster1
2789,2239.849,0.004498,0.022336,0.000119,cluster1
2790,2231.783214,0.003668,0.00935,0.000111,cluster1
2791,2161.16238,0.005841,0.049208,0.000124,cluster1
2792,2257.094325,0.00376,0.012549,0.000143,cluster1
2793,2364.453885,0.004042,0.018396,0.000162,cluster1
2794,2262.498794,0.003655,0.012122,0.000154,cluster1
2795,2270.183746,0.004386,0.018531,0.00014,cluster1
2796,2315.118831,0.004237,0.018516,0.000159,cluster1
2797,2306.638205,0.004226,0.013835,0.000162,cluster1
2798,2193.505712,0.004657,0.025691,0.000141,cluster1
2799,2234.798182,0.004711,0.029809,0.000136,cluster1
2800,2207.159278,0.00489,0.034642,0.000119,cluster1
2801,2219.722367,0.004973,0.031395,0.00011,cluster1
2802,2147.761545,0.00602,0.053675,0.000114,cluster1
2803,2231.542556,0.005635,0.047474,0.00015,cluster1
2804,2238.933178,0.004656,0.028434,0.000114,cluster1
2805,2354.410716,0.003831,0.011366,0.000135,cluster1
2806,2293.039164,0.003106,0.006986,0.000138,cluster2
2807,2227.444518,0.003354,0.012315,0.000143,cluster1
2808,2194.355862,0.00359,0.013328,0.000104,cluster1
2809,2307.780035,0.003106,0.005142,0.00014,cluster2
2810,2297.220546,0.003694,0.012887,0.000145,cluster1
2811,2316.275829,0.003682,0.008926,0.000143,cluster1
2812,2238.156449,0.00528,0.045771,0.000112,cluster1
2813,2094.530668,0.005284,0.038308,0.00011,cluster1
2814,2434.393446,0.004582,0.021992,0.000158,cluster1
2815,2410.716566,0.003038,0.005037,0.000115,cluster2
2816,2331.84963,0.003544,0.009365,0.000146,cluster1
2817,2473.962463,0.003073,0.009542,0.000145,cluster1
2818,2417.93901,0.002275,0.000928,0.000122,cluster2
2819,2477.048861,0.002205,0.000924,0.000137,cluster2
2820,2539.045161,0.002208,0.001242,0.000098,cluster2
2821,2434.410614,0.003857,0.020354,0.000102,cluster1
2822,2349.015345,0.004854,0.030692,0.000149,cluster1
2823,2333.90671,0.004399,0.02447,0.000113,cluster1
2824,2355.397501,0.003806,0.013004,0.000138,cluster1
2825,2340.218145,0.003824,0.015221,0.000115,cluster1
2826,2451.140181,0.003524,0.01478,0.000111,cluster1
2827,2285.940993,0.005163,0.033538,0.000114,cluster1
2828,2445.20637,0.002254,0.0008,0.000097,cluster2
2829,2403.642469,0.003305,0.011194,0.000145,cluster1
2830,2184.615892,0.004751,0.027685,0.000116,cluster1
2831,2345.235669,0.003142,0.009472,0.000114,cluster2
2832,2293.236675,0.003935,0.017379,0.000127,cluster1
2833,2386.037831,0.002911,0.004398,0.000144,cluster2
2834,2305.229726,0.002181,0.001377,0.000128,cluster2
2835,2308.348267,0.002849,0.008688,0.000111,cluster2
2836,2306.352379,0.002223,0.001332,0.000096,cluster2
2837,2240.47051,0.003316,0.013708,0.000131,cluster1
2838,2105.945301,0.004854,0.027197,0.000158,cluster1
2839,2210.716849,0.004172,0.017302,0.000162,cluster1
2840,2208.734872,0.004124,0.016286,0.000113,cluster1
2841,2217.126174,0.00377,0.010878,0.000146,cluster1
2842,2247.349245,0.004093,0.018256,0.00015,cluster1
2843,2237.788158,0.003877,0.0125,0.000114,cluster1
2844,2221.344374,0.00416,0.017903,0.000169,cluster1
2845,2175.768543,0.00412,0.017255,0.000208,cluster1
2846,2194.088007,0.003626,0.012473,0.000139,cluster1
2847,2115.071225,0.003804,0.017639,0.000151,cluster1
2848,2160.847539,0.003564,0.013363,0.000107,cluster1
2849,2141.036119,0.003991,0.015056,0.00012,cluster1
2850,2055.201897,0.003326,0.008847,0.00013,cluster2
2851,2157.29087,0.003742,0.013594,0.000112,cluster1
2852,2259.009051,0.003079,0.005849,0.000202,cluster2
2853,2225.998689,0.00259,0.001917,0.000113,cluster2
2854,2203.296101,0.002332,0.000589,0.000128,cluster2
2855,2136.126067,0.002662,0.003913,0.00012,cluster2
2856,2112.988301,0.003516,0.010066,0.000164,cluster1
2857,2054.690146,0.004122,0.01751,0.000132,cluster1
2858,2091.988956,0.003249,0.013092,0.000106,cluster2
2859,2033.593272,0.004219,0.017785,0.000121,cluster1
2860,1970.587944,0.004872,0.029314,0.000114,cluster1
2861,1987.944069,0.004407,0.01714,0.000114,cluster1
2862,2009.843317,0.003947,0.013344,0.000128,cluster1
2863,2082.19796,0.002555,0.005231,0.000164,cluster2
2864,1898.384303,0.003403,0.009223,0.000134,cluster2
2865,1985.263452,0.003585,0.008297,0.000142,cluster2
2866,2028.192428,0.003858,0.011646,0.000137,cluster1
2867,2016.102945,0.003046,0.005154,0.000122,cluster2
2868,1941.91851,0.002926,0.004133,0.000098,cluster2
2869,1963.608523,0.003111,0.004586,0.000132,cluster2
2870,1983.562853,0.003429,0.007215,0.000127,cluster2
2871,2011.480029,0.0028,0.001665,0.000132,cluster2
2872,2028.983052,0.003516,0.007262,0.000119,cluster2
2873,1909.352431,0.003139,0.003832,0.000103,cluster2
2874,1921.051082,0.003242,0.005121,0.000121,cluster2
2875,1910.577083,0.002931,0.003084,0.00011,cluster2
2876,1845.16032,0.003149,0.003904,0.000123,cluster2
2877,1884.217666,0.002826,0.004044,0.000138,cluster2
2878,1883.025545,0.003083,0.005728,0.000134,cluster2
2879,1808.753226,0.002053,0.000198,0.000092,cluster2
2880,1814.853757,0.004314,0.017306,0.000192,cluster1
2881,1851.348398,0.003484,0.005905,0.000104,cluster2
2882,1838.421534,0.003837,0.014962,0.000125,cluster1
2883,1825.733985,0.003176,0.007118,0.000114,cluster2
2884,1786.478188,0.002935,0.001216,0.000135,cluster2
2885,1824.395476,0.00316,0.003054,0.000176,cluster2
2886,1810.514287,0.002982,0.002354,0.000154,cluster2
2887,1777.258897,0.003691,0.012634,0.000174,cluster2
2888,1775.384771,0.003742,0.006755,0.000151,cluster2
2889,1736.790617,0.003868,0.011518,0.000125,cluster2
2890,1709.961917,0.002931,0.002552,0.000108,cluster2
2891,1758.931243,0.003151,0.003923,0.000107,cluster2
2892,1713.599107,0.002974,0.004862,0.000118,cluster2
2893,1767.968285,0.002672,0.001736,0.000106,cluster2
2894,1695.156259,0.002648,0.002256,0.000127,cluster2
2895,1686.059804,0.003046,0.005191,0.000143,cluster2
2896,1673.636016,0.002923,0.003005,0.000108,cluster2
2897,1629.047857,0.002289,0.000615,0.000107,cluster0
2898,1710.562855,0.002278,0.000173,0.000106,cluster2
2899,1663.85966,0.003195,0.007199,0.000095,cluster2
2900,1646.994337,0.00304,0.004393,0.00011,cluster2
2901,1660.917482,0.003256,0.004825,0.000119,cluster2
2902,1648.734816,0.003066,0.004124,0.000108,cluster2
2903,1561.980366,0.002698,0.002058,0.00011,cluster0
2904,1525.38159,0.002718,0.002625,0.000117,cluster0
2905,1531.911185,0.002744,0.002474,0.000139,cluster0
2906,1578.758064,0.002736,0.001765,0.000093,cluster0
2907,1489.085453,0.002929,0.00386,0.000111,cluster0
2908,1467.742222,0.002599,0.002531,0.000126,cluster0
2909,1504.050077,0.003088,0.003962,0.000119,cluster0
2910,1427.355301,0.003217,0.003994,0.00015,cluster0
2911,1567.567124,0.002797,0.002325,0.000103,cluster0
2912,1503.260972,0.00293,0.003149,0.000117,cluster0
2913,1431.949256,0.003016,0.002569,0.000134,cluster0
2914,1481.123993,0.003122,0.001138,0.00015,cluster0
2915,1541.931407,0.003125,0.002795,0.000186,cluster2
2916,1457.037533,0.003381,0.009327,0.000116,cluster0
2917,1459.75197,0.002258,0.000131,0.000097,cluster0
2918,1349.022969,0.003201,0.007429,0.000106,cluster0
2919,1402.256778,0.003291,0.007296,0.000118,cluster0
2920,1423.565008,0.003303,0.006804,0.000144,cluster0
2921,1426.113093,0.002243,0.000431,0.000105,cluster0
2922,1365.844858,0.002234,0.000343,0.000099,cluster0
2923,1370.316604,0.00224,0.000453,0.000102,cluster0
2924,1366.811115,0.001994,0.000185,0.000102,cluster0
2925,1447.595037,0.002265,0.000616,0.000091,cluster0
2926,1389.818497,0.002641,0.00132,0.000095,cluster0
2927,1367.008838,0.0025,0.000864,0.000111,cluster0
2928,1431.392239,0.002647,0.000383,0.000171,cluster0
2929,1461.409979,0.002068,0.000336,0.00013,cluster0
2930,1419.044569,0.00226,0.000245,0.000102,cluster0
2931,1391.831563,0.002284,0.00193,0.000087,cluster0
2932,1324.548104,0.002976,0.004335,0.000049,cluster0
2933,1312.842537,0.002839,0.002173,0.000121,cluster0
2934,1281.846452,0.002789,0.001973,0.000082,cluster0
2935,1329.568666,0.002965,0.005648,0.000057,cluster0
2936,1258.331194,0.003373,0.009734,0.00008,cluster0
2937,1252.332472,0.002786,0.004023,0.000075,cluster0
2938,1286.492557,0.003728,0.007455,0.000185,cluster0
2939,1318.427126,0.003751,0.010332,0.000082,cluster0
2940,1293.114272,0.003448,0.010157,0.000103,cluster0
2941,1322.571716,0.003261,0.005847,0.000163,cluster0
2942,1329.175509,0.002651,0.001717,0.000137,cluster0
2943,1360.021569,0.003119,0.00487,0.000073,cluster0
2944,1348.806261,0.003225,0.005048,0.000119,cluster0
2945,1366.295752,0.003301,0.005439,0.000118,cluster0
2946,1324.872733,0.002809,0.003097,0.000108,cluster0
2947,1281.693453,0.002487,0.002761,0.00013,cluster0
2948,1404.42825,0.002741,0.00293,0.000101,cluster0
2949,1400.180411,0.002822,0.003,0.000087,cluster0
2950,1397.423513,0.002626,0.00087,0.000113,cluster0
2951,1340.988018,0.003267,0.006567,0.0001,cluster0
2952,1402.069242,0.002839,0.002837,0.000113,cluster0
2953,1343.247636,0.003554,0.006286,0.000108,cluster0
2954,1389.849881,0.003033,0.004632,0.000143,cluster0
2955,1376.978288,0.003116,0.003952,0.000133,cluster0
2956,1314.594029,0.003058,0.0037,0.000154,cluster0
2957,1349.312943,0.002766,0.001718,0.000122,cluster0
2958,1354.174172,0.002793,0.0027,0.0001,cluster0
2959,1313.765451,0.002789,0.000853,0.000162,cluster0
2960,1359.765126,0.002971,0.004531,0.000126,cluster0
2961,1310.241237,0.003115,0.005088,0.000117,cluster0
2962,1323.293703,0.002876,0.002193,0.000138,cluster0
2963,1319.334019,0.003438,0.007241,0.000147,cluster0
2964,1361.057507,0.002434,0.001495,0.000101,cluster0
2965,1362.014083,0.002297,0.001655,0.000101,cluster0
2966,1322.808535,0.002455,0.000897,0.000094,cluster0
2967,1300.158296,0.002194,0.000188,0.00008,cluster0
2968,1306.2876,0.002684,0.000576,0.000109,cluster0
2969,1277.206261,0.002187,0.00144,0.000099,cluster0
2970,1293.584849,0.002318,0.001092,0.000113,cluster0
2971,1354.631144,0.002935,0.0053,0.000096,cluster0
2972,1329.770918,0.002513,0.00143,0.000104,cluster0
2973,1247.802965,0.002992,0.005,0.000092,cluster0
2974,1266.241623,0.002216,0.000314,0.000132,cluster0
2975,1307.547821,0.002114,0.000183,0.000114,cluster0
2976,1356.162181,0.00224,0.00018,0.000114,cluster0
2977,1292.47508,0.002105,0.000152,0.000112,cluster0
2978,1296.156022,0.002979,0.00373,0.000088,cluster0
2979,1377.588203,0.002638,0.003543,0.000113,cluster0
2980,1319.144743,0.002387,0.000675,0.000097,cluster0
2981,1316.433496,0.002348,0.000262,0.000102,cluster0
2982,1278.465268,0.002641,0.006001,0.000123,cluster0
2983,1256.788783,0.002209,0.001553,0.000101,cluster0
2984,1372.021726,0.00217,0.000419,0.000089,cluster0
2985,1321.797935,0.003279,0.005726,0.000114,cluster0
2986,1383.217475,0.002875,0.001457,0.00013,cluster0
2987,1275.052302,0.002961,0.00256,0.000136,cluster0
2988,1289.018684,0.002522,0.000617,0.000119,cluster0
2989,1303.41615,0.002885,0.001931,0.000108,cluster0
2990,1247.005453,0.002695,0.000614,0.000167,cluster0
2991,1323.00512,0.003177,0.002636,0.000159,cluster0
2992,1291.387031,0.003139,0.002677,0.000134,cluster0
2993,1284.730657,0.003223,0.004068,0.000126,cluster0
2994,1219.856125,0.00295,0.002481,0.000119,cluster0
2995,1257.572013,0.002942,0.001032,0.000122,cluster0
2996,1287.494883,0.002947,0.001864,0.000118,cluster0
2997,1249.917011,0.003057,0.004612,0.000127,cluster0
2998,1345.232237,0.0029,0.005697,0.000164,cluster0
2999,1305.125955,0.003075,0.00314,0.000123,cluster0
3000,1254.464009,0.003111,0.006866,0.000119,cluster0
3001,1228.014853,0.002873,0.002413,0.000132,cluster0
3002,1300.916526,0.002633,0.001508,0.000118,cluster0
3003,1212.794728,0.003114,0.00239,0.000127,cluster0
3004,1246.910794,0.002957,0.002306,0.000149,cluster0
3005,1196.007968,0.003248,0.003456,0.000127,cluster0
3006,1257.445195,0.002973,0.002184,0.000103,cluster0
3007,1244.541934,0.002794,0.000639,0.000119,cluster0
3008,1237.085081,0.003031,0.003746,0.000089,cluster0
3009,1280.050228,0.00298,0.000637,0.000138,cluster0
3010,1205.147541,0.003065,0.004265,0.000134,cluster0
3011,1220.702535,0.003404,0.00669,0.000113,cluster0
3012,1200.117667,0.003439,0.006726,0.000114,cluster0
3013,1175.104201,0.002811,0.004831,0.000104,cluster0
3014,1164.767532,0.002945,0.004865,0.000114,cluster0
3015,1149.29686,0.002798,0.001453,0.000094,cluster0
3016,1179.475049,0.003026,0.004077,0.000102,cluster0
3017,1204.402991,0.003003,0.002959,0.000123,cluster0
3018,1229.257601,0.002919,0.001451,0.000116,cluster0
3019,1196.899748,0.00388,0.009238,0.000115,cluster0
3020,1190.967579,0.00259,0.002232,0.000097,cluster0
3021,1194.349778,0.002798,0.001847,0.000121,cluster0
3022,1232.007815,0.003151,0.008608,0.000116,cluster0
3023,1170.305018,0.001938,0.000091,0.000075,cluster0
3024,1182.503747,0.001961,0.000156,0.000092,cluster0
3025,1144.279612,0.00293,0.002972,0.00014,cluster0
3026,1189.765034,0.003193,0.003971,0.000124,cluster0
3027,1226.714638,0.00297,0.00107,0.000116,cluster0
3028,1229.969878,0.002734,0.002461,0.000112,cluster0
3029,1229.49353,0.002603,0.003602,0.000134,cluster0
3030,1156.604287,0.002671,0.002854,0.00011,cluster0
3031,1245.415978,0.002815,0.003154,0.000115,cluster0
3032,1205.665948,0.002268,0.000145,0.000134,cluster0
3033,1207.601196,0.002403,0.000141,0.00013,cluster0
3034,1179.578545,0.002473,0.00277,0.000119,cluster0
3035,1182.444772,0.00252,0.000472,0.000143,cluster0
3036,1221.894813,0.002423,0.000563,0.000153,cluster0
3037,1088.762633,0.002468,0.001696,0.000133,cluster0
3038,1110.241185,0.002173,0.000102,0.000099,cluster0
3039,1168.956401,0.001883,0.000123,0.000082,cluster0
3040,1188.244202,0.002156,0.001744,0.000102,cluster0
3041,1148.063996,0.002228,0.000615,0.000078,cluster0
3042,1193.709612,0.002417,0.000919,0.000105,cluster0
3043,1187.811838,0.002275,0.001332,0.000088,cluster0
3044,1229.549419,0.002187,0.000406,0.000102,cluster0
3045,1163.884985,0.002567,0.002162,0.000088,cluster0
3046,1168.394253,0.002104,0.000149,0.000096,cluster0
3047,1229.009557,0.002603,0.002088,0.000109,cluster0
3048,1163.94573,0.002568,0.001503,0.000102,cluster0
3049,1175.475616,0.002103,0.000146,0.000082,cluster0
3050,1213.748483,0.002297,0.001361,0.000106,cluster0
3051,1128.831938,0.002616,0.000472,0.000078,cluster0
3052,1187.898191,0.003062,0.004051,0.000093,cluster0
3053,1107.227767,0.00239,0.000138,0.000113,cluster0
3054,1126.655935,0.002268,0.000124,0.000078,cluster0
3055,1113.412678,0.003241,0.005866,0.000132,cluster0
3056,1067.82969,0.00375,0.00856,0.000115,cluster0
3057,1175.046972,0.003395,0.007057,0.000156,cluster0
3058,1094.863026,0.002667,0.000426,0.000097,cluster0
3059,1082.500964,0.002701,0.001758,0.000116,cluster0
3060,1148.844781,0.002849,0.000788,0.000141,cluster0
3061,1097.503147,0.002813,0.001305,0.000128,cluster0
3062,1150.549893,0.002676,0.001159,0.000107,cluster0
3063,1154.66933,0.00293,0.003767,0.000139,cluster0
3064,1062.028952,0.002494,0.000301,0.000115,cluster0
3065,1198.3668,0.002823,0.005062,0.000099,cluster0
3066,1077.296071,0.002683,0.000243,0.000125,cluster0
3067,1139.812123,0.002661,0.001951,0.000125,cluster0
3068,1168.721536,0.002894,0.0027,0.000082,cluster0
3069,1071.857199,0.002848,0.003786,0.000115,cluster0
3070,1087.753949,0.002702,0.001752,0.00012,cluster0
3071,1134.478028,0.003097,0.003935,0.000125,cluster0
3072,1095.493438,0.002639,0.000139,0.000114,cluster0
3073,1064.114079,0.002524,0.000154,0.000098,cluster0
3074,1110.192727,0.00274,0.002406,0.000115,cluster0
3075,1081.356768,0.002648,0.001259,0.000105,cluster0
3076,1055.455436,0.002675,0.001606,0.000123,cluster0
3077,1135.641832,0.002496,0.000166,0.000122,cluster0
3078,1171.808039,0.003291,0.006748,0.000116,cluster0
3079,1113.183126,0.002782,0.000284,0.000126,cluster0
3080,1146.796222,0.002941,0.000698,0.000122,cluster0
3081,1163.684892,0.002585,0.000147,0.0001,cluster0
3082,1238.294746,0.00274,0.00069,0.00015,cluster0
3083,1204.270338,0.002893,0.000712,0.000098,cluster0
3084,1151.770218,0.002631,0.001118,0.000115,cluster0
3085,1083.572393,0.002432,0.000126,0.000095,cluster0
3086,1064.216924,0.002686,0.001322,0.000089,cluster0
3087,1174.292768,0.002597,0.000762,0.000089,cluster0
3088,1132.581268,0.00267,0.00062,0.000082,cluster0
3089,1113.540686,0.002608,0.000386,0.000102,cluster0
3090,1128.055028,0.00284,0.000745,0.000155,cluster0
3091,1132.138701,0.002092,0.000107,0.000096,cluster0
3092,1237.784329,0.002119,0.000128,0.000103,cluster0
3093,1257.264235,0.002329,0.000783,0.000134,cluster0
3094,1210.269862,0.00263,0.000757,0.000135,cluster0
3095,1236.65299,0.002667,0.001873,0.000105,cluster0
3096,1293.274213,0.002705,0.000541,0.000101,cluster0
3097,1229.986453,0.002471,0.002122,0.000117,cluster0
3098,1190.04213,0.002407,0.000124,0.000073,cluster0
3099,1295.619336,0.002311,0.000284,0.000114,cluster0
3100,1220.087798,0.002327,0.000149,0.000111,cluster0
3101,1225.063184,0.002447,0.00025,0.000121,cluster0
3102,1267.274671,0.002502,0.00016,0.000118,cluster0
3103,1225.452539,0.002642,0.000586,0.00013,cluster0
3104,1201.593142,0.002259,0.000687,0.000099,cluster0
3105,1175.669078,0.002493,0.001413,0.000124,cluster0
3106,1173.223196,0.002459,0.000127,0.000104,cluster0
3107,1235.864266,0.002613,0.000966,0.000128,cluster0
3108,1332.86859,0.002614,0.000652,0.00015,cluster0
3109,1283.178998,0.002726,0.000497,0.000111,cluster0
3110,1196.351628,0.002522,0.001189,0.000153,cluster0
3111,1314.167606,0.002554,0.00028,0.000102,cluster0
3112,1361.013817,0.002635,0.001848,0.000115,cluster0
3113,1255.40998,0.002807,0.003686,0.000097,cluster0
3114,1253.930699,0.002641,0.0017,0.000107,cluster0
3115,1242.798091,0.002672,0.001807,0.000184,cluster0
3116,1284.176802,0.002566,0.002369,0.000094,cluster0
3117,1231.668399,0.002903,0.003682,0.000126,cluster0
3118,1257.500378,0.002415,0.000328,0.000086,cluster0
3119,1344.262882,0.002701,0.001787,0.000087,cluster0
3120,1309.936346,0.002379,0.000316,0.000106,cluster0
3121,1323.718917,0.002413,0.000134,0.000098,cluster0
3122,1314.516982,0.002832,0.001246,0.000124,cluster0
3123,1332.121984,0.002716,0.000344,0.000185,cluster0
3124,1358.689305,0.002764,0.000249,0.000137,cluster0
3125,1397.935496,0.002787,0.001966,0.000127,cluster0
3126,1402.115088,0.002806,0.000189,0.00016,cluster0
3127,1403.871303,0.002628,0.000785,0.000113,cluster0
3128,1476.605835,0.002913,0.002235,0.000124,cluster0
3129,1335.56676,0.002698,0.002145,0.000148,cluster0
3130,1387.165145,0.002808,0.002205,0.000159,cluster0
3131,1314.541934,0.002532,0.001337,0.000134,cluster0
3132,1340.849723,0.002659,0.00229,0.000113,cluster0
3133,1366.72133,0.002355,0.000285,0.000112,cluster0
3134,1485.37876,0.002453,0.000267,0.00012,cluster0
3135,1395.031415,0.002539,0.000477,0.000139,cluster0
3136,1406.703744,0.002586,0.001349,0.000121,cluster0
3137,1417.249751,0.002569,0.000209,0.000164,cluster0
3138,1481.567706,0.002687,0.000335,0.000096,cluster0
3139,1448.64161,0.002398,0.000466,0.000111,cluster0
3140,1388.178467,0.002255,0.00018,0.000094,cluster0
3141,1472.298066,0.002712,0.001134,0.00012,cluster0
3142,1452.750512,0.002311,0.000191,0.000128,cluster0
3143,1453.751687,0.002181,0.000177,0.000117,cluster0
3144,1533.783118,0.002555,0.000226,0.000088,cluster0
3145,1521.608745,0.002308,0.000178,0.000109,cluster0
3146,1485.553869,0.002066,0.000189,0.000091,cluster0
3147,1459.249816,0.002006,0.000198,0.000096,cluster0
3148,1448.277508,0.0017,0.000136,0.000082,cluster0
3149,1547.864998,0.001931,0.000132,0.000113,cluster0
3150,1502.428318,0.002101,0.000151,0.000109,cluster0
3151,1498.629465,0.00197,0.000126,0.000086,cluster0
3152,1537.058471,0.002097,0.000204,0.000093,cluster0
3153,1518.516036,0.002008,0.000128,0.000086,cluster0
3154,1532.028038,0.002004,0.00016,0.000177,cluster0
3155,1512.228079,0.001964,0.000387,0.000114,cluster0
3156,1525.362643,0.001853,0.000095,0.000061,cluster0
3157,1576.046268,0.001934,0.000148,0.000074,cluster0
3158,1546.089848,0.00221,0.000892,0.000128,cluster0
3159,1534.843609,0.001896,0.000923,0.000089,cluster0
3160,1529.904264,0.001918,0.000309,0.000071,cluster0
3161,1524.6754,0.001979,0.000148,0.000111,cluster0
3162,1543.966543,0.00205,0.000517,0.000112,cluster0
3163,1578.375259,0.001974,0.000182,0.000109,cluster0
3164,1587.309184,0.001914,0.000184,0.000087,cluster0
3165,1532.77354,0.001935,0.000256,0.00008,cluster0
3166,1563.063664,0.002042,0.000174,0.000097,cluster0
3167,1609.704268,0.00202,0.000276,0.000106,cluster0
3168,1557.165537,0.001808,0.000156,0.000115,cluster0
3169,1651.172694,0.002111,0.000172,0.000126,cluster0
3170,1627.307292,0.002041,0.00016,0.000095,cluster0
3171,1588.942424,0.00192,0.000135,0.000099,cluster0
3172,1595.807437,0.002101,0.000326,0.000107,cluster0
3173,1632.870028,0.002056,0.000179,0.000105,cluster0
3174,1649.790911,0.002372,0.000178,0.000124,cluster0
3175,1610.35532,0.002128,0.000192,0.000088,cluster0
