@relation clustering_1_clustered

@attribute Instance_number numeric
@attribute requests/s numeric
@attribute processtime numeric
@attribute queuetime numeric
@attribute sendtime numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
890,1164.417933,0.002164,0.000152,0.000119,cluster0
891,1149.619153,0.001984,0.000239,0.000058,cluster0
892,1049.800392,0.002125,0.000386,0.000076,cluster0
893,1128.125263,0.002148,0.000189,0.000086,cluster0
894,1119.323928,0.001935,0.000115,0.000078,cluster0
895,1119.198293,0.002332,0.00453,0.000075,cluster0
896,1065.896879,0.002067,0.00018,0.000097,cluster0
897,1027.398836,0.002077,0.000102,0.000058,cluster0
898,1075.492079,0.00194,0.000365,0.000062,cluster0
899,1107.319549,0.00195,0.000106,0.000082,cluster0
900,1148.483448,0.002189,0.000361,0.000082,cluster0
901,1167.901471,0.001932,0.000117,0.000092,cluster0
902,1200.537124,0.002367,0.000609,0.000106,cluster0
903,1113.950664,0.001996,0.000109,0.000077,cluster0
904,1141.060484,0.001993,0.000132,0.000087,cluster0
905,1150.537382,0.001849,0.00012,0.000076,cluster0
906,1080.868181,0.001927,0.000097,0.000091,cluster0
907,1180.536406,0.001891,0.000084,0.000078,cluster0
908,1089.992886,0.001852,0.000119,0.00007,cluster0
909,1157.247279,0.002254,0.000358,0.000093,cluster0
910,1146.004255,0.002575,0.003719,0.000093,cluster0
911,1277.223011,0.002034,0.000134,0.000085,cluster0
912,1152.415979,0.001971,0.000364,0.000058,cluster0
913,1138.621008,0.001854,0.000132,0.00006,cluster0
914,1170.847795,0.002011,0.000095,0.00008,cluster0
915,1235.417507,0.00226,0.000543,0.000085,cluster0
916,1252.422772,0.002627,0.001631,0.000124,cluster0
917,1218.944052,0.00259,0.002728,0.000104,cluster0
918,1155.506006,0.003239,0.005769,0.000124,cluster0
919,1112.928852,0.002854,0.003937,0.000113,cluster0
920,1160.539485,0.002313,0.000158,0.000132,cluster0
921,1215.599403,0.002575,0.001622,0.000115,cluster0
922,1162.435255,0.002061,0.000107,0.000089,cluster0
923,1088.039861,0.002053,0.000116,0.000082,cluster0
924,1180.813599,0.002124,0.000147,0.000071,cluster0
925,1120.210022,0.002068,0.000285,0.000061,cluster0
926,1135.0737,0.001933,0.000316,0.000077,cluster0
927,1062.786046,0.001985,0.000122,0.00009,cluster0
928,1107.773401,0.001982,0.000104,0.000081,cluster0
929,1150.564871,0.002039,0.000133,0.000083,cluster0
930,1126.882082,0.002014,0.00015,0.000091,cluster0
931,1219.051565,0.002263,0.000409,0.000081,cluster0
932,1176.258765,0.001894,0.000126,0.000075,cluster0
933,1191.807272,0.002234,0.001128,0.000092,cluster0
934,1278.821458,0.002197,0.000146,0.000085,cluster0
935,1185.754843,0.002083,0.000133,0.0001,cluster0
936,1177.676822,0.001901,0.0004,0.000056,cluster0
937,1239.59222,0.001951,0.000131,0.000079,cluster0
938,1270.171925,0.001845,0.000095,0.000087,cluster0
939,1228.40689,0.002091,0.000296,0.000109,cluster0
940,1227.183919,0.00205,0.000144,0.000083,cluster0
941,1260.650768,0.002265,0.000137,0.000105,cluster0
942,1233.68005,0.002336,0.000709,0.000091,cluster0
943,1221.51191,0.002421,0.000168,0.000111,cluster0
944,1200.852059,0.002343,0.000153,0.000114,cluster0
945,1250.932681,0.002289,0.000155,0.000121,cluster0
946,1270.373819,0.0026,0.000931,0.000081,cluster0
947,1302.807897,0.0022,0.000133,0.000092,cluster0
948,1307.781803,0.002034,0.000128,0.0001,cluster0
949,1347.561328,0.002088,0.00056,0.000095,cluster0
950,1359.855583,0.0027,0.000203,0.000168,cluster0
951,1344.20578,0.002625,0.000291,0.000171,cluster0
952,1312.028796,0.002604,0.001316,0.000107,cluster0
953,1265.180631,0.00259,0.000179,0.000104,cluster0
954,1290.725862,0.002482,0.001863,0.000111,cluster0
955,1330.953061,0.002518,0.000681,0.000108,cluster0
956,1378.88091,0.002172,0.000122,0.000105,cluster0
957,1316.179617,0.002175,0.00019,0.000112,cluster0
958,1223.64752,0.002115,0.000132,0.000084,cluster0
959,1300.856385,0.002283,0.000259,0.000117,cluster0
960,1341.42955,0.002234,0.000546,0.00009,cluster0
961,1325.705541,0.002252,0.000488,0.000116,cluster0
962,1356.104531,0.002252,0.000158,0.000102,cluster0
963,1419.660109,0.001989,0.00016,0.000082,cluster0
964,1361.590763,0.002365,0.000245,0.000114,cluster0
965,1372.066781,0.002048,0.000127,0.000089,cluster0
966,1360.872359,0.002367,0.000461,0.000082,cluster0
967,1375.49388,0.002728,0.000246,0.000122,cluster0
968,1401.973025,0.002465,0.000198,0.000118,cluster0
969,1420.696658,0.00225,0.000148,0.000075,cluster0
970,1409.353517,0.002142,0.000137,0.000096,cluster0
971,1406.31417,0.002043,0.000237,0.000082,cluster0
972,1382.050159,0.00219,0.00015,0.000101,cluster0
973,1478.220873,0.002068,0.000235,0.000076,cluster0
974,1408.500149,0.002066,0.000174,0.00009,cluster0
975,1395.197464,0.002198,0.000145,0.000094,cluster0
976,1499.302291,0.002114,0.002811,0.000083,cluster0
977,1537.086154,0.002313,0.000207,0.000119,cluster0
978,1558.445112,0.002093,0.000818,0.000083,cluster0
979,1484.017477,0.002167,0.000392,0.000077,cluster0
980,1568.428809,0.002307,0.000182,0.000084,cluster0
981,1573.843729,0.002289,0.001005,0.000088,cluster0
982,1548.768667,0.002666,0.000386,0.000124,cluster0
983,1473.230408,0.00248,0.001713,0.000127,cluster0
984,1555.09353,0.002674,0.002103,0.000107,cluster0
985,1549.133956,0.002466,0.000197,0.000116,cluster0
986,1569.599527,0.002627,0.000204,0.000137,cluster0
987,1526.766788,0.002736,0.001106,0.000143,cluster0
988,1502.824325,0.002581,0.000866,0.000114,cluster0
989,1451.179572,0.002151,0.000259,0.000081,cluster0
990,1556.676159,0.002221,0.000525,0.000106,cluster0
991,1633.426416,0.002,0.000143,0.000085,cluster0
992,1482.710733,0.001874,0.000136,0.000113,cluster0
993,1583.420782,0.002011,0.00016,0.000096,cluster0
994,1525.503733,0.002172,0.000152,0.000091,cluster0
995,1582.324119,0.00205,0.000172,0.000129,cluster0
996,1566.587322,0.002004,0.000169,0.00011,cluster0
997,1601.764796,0.00203,0.000166,0.00009,cluster0
998,1638.810667,0.001914,0.000147,0.000107,cluster0
999,1583.464385,0.002028,0.00019,0.000092,cluster0
1000,1684.368798,0.001834,0.000169,0.000092,cluster0
1001,1615.444787,0.001935,0.00013,0.000092,cluster0
1002,1647.865044,0.002031,0.000143,0.000091,cluster0
1003,1665.455776,0.002001,0.000156,0.000095,cluster0
1004,1656.402462,0.002156,0.000144,0.00009,cluster0
1005,1607.149273,0.002011,0.000202,0.00009,cluster0
1006,1645.094365,0.001986,0.000152,0.000112,cluster0
1007,1668.131664,0.001793,0.000134,0.000104,cluster0
1008,1667.206921,0.002159,0.00014,0.000169,cluster2
1009,1600.248839,0.00189,0.00014,0.000111,cluster0
1010,1652.117175,0.002719,0.000923,0.000047,cluster0
1011,1678.572482,0.001927,0.00016,0.000036,cluster0
1012,1658.933187,0.002666,0.00052,0.000023,cluster0
1013,1650.534621,0.002864,0.001474,0.00014,cluster2
1014,1713.803113,0.002478,0.000382,0.000113,cluster2
1015,1649.701838,0.00238,0.001328,0.000111,cluster0
1016,1679.706036,0.002053,0.000416,0.000096,cluster0
1017,1641.963713,0.002288,0.000146,0.000059,cluster0
1018,1687.940431,0.00233,0.000157,0.000089,cluster0
1019,1676.999011,0.001948,0.000149,0.000099,cluster0
1020,1770.780961,0.002513,0.00035,0.000063,cluster2
1021,1919.380505,0.002235,0.000426,0.000062,cluster2
1022,1740.574719,0.002631,0.000474,0.000079,cluster2
1023,1672.63484,0.002648,0.00073,0.000121,cluster2
1024,1756.255927,0.002629,0.000412,0.000103,cluster2
1025,1820.885204,0.002156,0.000182,0.000063,cluster2
1026,1717.200486,0.002224,0.000158,0.000098,cluster2
1027,1719.433179,0.00257,0.000615,0.000173,cluster2
1028,1802.41736,0.002696,0.000311,0.00013,cluster2
1029,1784.852439,0.002489,0.000256,0.000084,cluster2
1030,1789.635566,0.001969,0.000119,0.000068,cluster2
1031,1827.910373,0.002226,0.00071,0.000119,cluster2
1032,1803.390569,0.002757,0.000674,0.000172,cluster2
1033,1786.216501,0.002815,0.001553,0.000108,cluster2
1034,1795.3431,0.002761,0.001602,0.000188,cluster2
1035,1756.288426,0.002593,0.001153,0.000103,cluster2
1036,1750.2684,0.002238,0.000329,0.000141,cluster2
1037,1742.921286,0.002176,0.000215,0.000105,cluster2
1038,1762.788596,0.002043,0.000168,0.000117,cluster2
1039,1832.80212,0.001898,0.000156,0.000115,cluster2
1040,1819.874708,0.002051,0.000175,0.000092,cluster2
1041,1842.045794,0.00226,0.000206,0.00008,cluster2
1042,1857.705972,0.002813,0.000429,0.000165,cluster2
1043,1905.118541,0.002836,0.001512,0.000157,cluster2
1044,1825.158432,0.002429,0.000212,0.000124,cluster2
1045,1832.308052,0.002362,0.000674,0.000127,cluster2
1046,1841.479188,0.002426,0.000237,0.000154,cluster2
1047,1983.958114,0.002382,0.001442,0.000136,cluster2
1048,1794.052481,0.002606,0.002473,0.000166,cluster2
1049,1826.228814,0.00266,0.000338,0.000127,cluster2
1050,1875.531022,0.002492,0.000358,0.000139,cluster2
1051,1852.638111,0.002072,0.000172,0.000095,cluster2
1052,1861.044956,0.00218,0.000196,0.000141,cluster2
1053,1908.92141,0.002403,0.00018,0.00012,cluster2
1054,1932.39907,0.002612,0.000357,0.000166,cluster2
1055,1893.583722,0.002367,0.00028,0.00015,cluster2
1056,1914.240528,0.00277,0.002774,0.000192,cluster2
1057,1914.367462,0.002818,0.000493,0.000145,cluster2
1058,1895.6033,0.002701,0.000976,0.000117,cluster2
1059,1965.538093,0.002291,0.000232,0.000179,cluster2
1060,1955.801365,0.002211,0.000964,0.000144,cluster2
1061,1917.104714,0.003102,0.001042,0.000125,cluster2
1062,1943.661159,0.002868,0.000888,0.000208,cluster2
1063,1948.267737,0.002819,0.000632,0.000146,cluster2
1064,1884.035343,0.002883,0.001097,0.000189,cluster2
1065,1957.637601,0.002699,0.000786,0.000183,cluster2
1066,1962.046114,0.002652,0.000443,0.000139,cluster2
1067,1948.929324,0.002756,0.001396,0.000132,cluster2
1068,1929.266661,0.002956,0.001689,0.000155,cluster2
1069,1960.475084,0.00333,0.004291,0.000201,cluster2
1070,2014.773087,0.003371,0.002786,0.000193,cluster2
1071,1934.761519,0.003085,0.001994,0.000148,cluster2
1072,1923.584107,0.002851,0.001052,0.000136,cluster2
1073,1946.289527,0.003037,0.001105,0.000126,cluster2
1074,1984.473916,0.002854,0.00108,0.000122,cluster2
1075,1941.890182,0.002934,0.000803,0.000342,cluster2
1076,1991.620295,0.002834,0.000529,0.000139,cluster2
1077,2023.282566,0.003054,0.001969,0.000153,cluster2
1078,1966.625296,0.002407,0.000228,0.00013,cluster2
1079,1944.89633,0.002973,0.001161,0.000162,cluster2
1080,1937.789621,0.002553,0.000276,0.000161,cluster2
1081,2009.87152,0.002215,0.000216,0.000131,cluster2
1082,2083.42787,0.002613,0.000309,0.000131,cluster2
1083,2049.16361,0.00338,0.005033,0.00016,cluster2
1084,2034.246157,0.002828,0.001175,0.000168,cluster2
1085,2036.365915,0.002999,0.001775,0.000153,cluster2
1086,2004.590841,0.003446,0.006459,0.000173,cluster2
1087,1978.162986,0.003143,0.001377,0.000186,cluster2
1088,2009.153608,0.003072,0.000511,0.000176,cluster2
1089,2060.910721,0.002883,0.002059,0.000186,cluster2
1090,2064.809216,0.002889,0.001063,0.000204,cluster2
1091,2023.46791,0.002539,0.000357,0.000141,cluster2
1092,2003.973389,0.002983,0.001728,0.000172,cluster2
1093,2092.596068,0.00279,0.000951,0.000166,cluster2
1094,2084.892036,0.002912,0.002584,0.000144,cluster2
1095,2067.622941,0.002775,0.000828,0.000144,cluster2
1096,2075.314104,0.002836,0.000611,0.000184,cluster2
1097,2065.150416,0.003342,0.004999,0.00015,cluster2
1098,2044.798819,0.00308,0.001123,0.000218,cluster2
1099,2049.345893,0.003074,0.00165,0.000145,cluster2
1100,2082.373092,0.0029,0.001555,0.000138,cluster2
1101,2103.582803,0.002827,0.001665,0.000132,cluster2
1102,2162.150456,0.00314,0.002304,0.000146,cluster2
1103,2059.50828,0.003224,0.00396,0.000229,cluster2
1104,2055.278358,0.003122,0.001758,0.000125,cluster2
1105,2002.066065,0.002892,0.001842,0.000158,cluster2
1106,1881.201214,0.002692,0.001713,0.000143,cluster2
1107,1937.039919,0.003113,0.001465,0.000176,cluster2
1108,1912.793468,0.002914,0.00138,0.000124,cluster2
1109,1875.815413,0.00281,0.000462,0.000213,cluster2
1110,1968.366022,0.002912,0.005038,0.000121,cluster2
1111,1996.556081,0.003019,0.001465,0.000134,cluster2
1112,2025.594425,0.002717,0.000383,0.000151,cluster2
1113,1996.975172,0.002722,0.001726,0.000169,cluster2
1114,2024.196197,0.002243,0.000247,0.000127,cluster2
1115,2055.917241,0.002837,0.001048,0.000191,cluster2
1116,2056.218007,0.003122,0.002884,0.000147,cluster2
1117,1952.756754,0.003128,0.003363,0.000147,cluster2
1118,1975.208158,0.003437,0.001329,0.000203,cluster2
1119,2043.246257,0.003263,0.001783,0.000184,cluster2
1120,1997.864773,0.003047,0.002246,0.000177,cluster2
1121,1998.112776,0.00292,0.002568,0.000184,cluster2
1122,2067.99721,0.003015,0.001338,0.000203,cluster2
1123,2024.506394,0.002364,0.000245,0.000204,cluster2
1124,2046.650596,0.002414,0.000692,0.000114,cluster2
1125,2044.529524,0.003434,0.002975,0.00018,cluster2
1126,2048.016787,0.00241,0.000273,0.000153,cluster2
1127,1956.553099,0.003102,0.001676,0.000175,cluster2
1128,2143.43848,0.003102,0.000876,0.000183,cluster2
1129,2050.673661,0.002869,0.001161,0.000152,cluster2
1130,2094.82974,0.003084,0.002437,0.00016,cluster2
1131,2069.763836,0.002529,0.000817,0.000123,cluster2
1132,2047.622533,0.00292,0.002405,0.000133,cluster2
1133,2036.936372,0.002803,0.000687,0.000169,cluster2
1134,2042.381305,0.002757,0.000607,0.000146,cluster2
1135,2052.242292,0.002984,0.00433,0.000154,cluster2
1136,2008.860036,0.002573,0.000298,0.000128,cluster2
1137,2033.580396,0.003089,0.001739,0.000146,cluster2
1138,2050.667283,0.003074,0.002288,0.000218,cluster2
1139,2004.746639,0.002858,0.000353,0.000154,cluster2
1140,2070.669446,0.003103,0.003886,0.000157,cluster2
1141,2060.602596,0.003044,0.001623,0.000114,cluster2
1142,2005.206587,0.003053,0.002664,0.000124,cluster2
1143,2037.008154,0.002809,0.001819,0.000115,cluster2
1144,2042.047165,0.002552,0.000412,0.000168,cluster2
1145,2129.218679,0.003274,0.001249,0.000213,cluster2
1146,2030.166653,0.003191,0.003027,0.00016,cluster2
1147,2036.769776,0.003248,0.001133,0.00012,cluster2
1148,2143.124082,0.00253,0.00033,0.000106,cluster2
1149,2041.083762,0.002562,0.001156,0.000136,cluster2
1150,2106.594956,0.002556,0.001475,0.000138,cluster2
1151,2138.154848,0.002158,0.000338,0.00016,cluster2
1152,2089.006667,0.00326,0.001387,0.00013,cluster2
1153,2081.169786,0.003379,0.003149,0.000156,cluster2
1154,2112.314309,0.002188,0.000313,0.000118,cluster2
1155,2103.078661,0.002188,0.000283,0.000124,cluster2
1156,2188.616851,0.002275,0.000774,0.000144,cluster2
1157,2202.360849,0.002108,0.000363,0.000108,cluster2
1158,2112.964782,0.003209,0.004084,0.000143,cluster2
1159,2114.425134,0.00254,0.000863,0.000122,cluster2
1160,2092.942878,0.002579,0.000855,0.000149,cluster2
1161,2095.386269,0.002752,0.003301,0.000101,cluster2
1162,2133.129834,0.002701,0.001988,0.000126,cluster2
1163,2123.868258,0.002096,0.000247,0.000121,cluster2
1164,2168.296263,0.002129,0.000282,0.000088,cluster2
1165,2126.600572,0.001937,0.000134,0.000098,cluster2
1166,2035.11904,0.001965,0.000171,0.000082,cluster2
1167,2119.787723,0.002133,0.000221,0.000104,cluster2
1168,2054.746045,0.001919,0.001058,0.000094,cluster2
1169,2099.59256,0.002504,0.002383,0.00014,cluster2
1170,2128.799481,0.003129,0.000985,0.000175,cluster2
1171,2170.839251,0.003149,0.00179,0.000186,cluster2
1172,2107.956021,0.003119,0.002598,0.00016,cluster2
1173,2109.911615,0.003216,0.003359,0.000172,cluster2
1174,2080.259814,0.003589,0.009007,0.000125,cluster2
1175,2175.504044,0.003068,0.00142,0.00012,cluster2
1176,2219.380891,0.003047,0.001875,0.000138,cluster2
1177,2091.606852,0.002873,0.002263,0.000154,cluster2
1178,2175.135949,0.002379,0.00026,0.000116,cluster2
1179,2267.381634,0.002121,0.000402,0.000109,cluster2
1180,2170.4697,0.002158,0.000185,0.000103,cluster2
1181,2188.911008,0.002153,0.000302,0.000107,cluster2
1182,2211.482837,0.002084,0.00024,0.000086,cluster2
1183,2169.114143,0.002366,0.001118,0.000086,cluster2
1184,2162.899055,0.002258,0.000226,0.000089,cluster2
1185,2206.801511,0.002082,0.000271,0.00009,cluster2
1186,2224.60938,0.002111,0.001867,0.00011,cluster2
1187,2246.625058,0.002229,0.00022,0.000127,cluster2
1188,2255.149493,0.002151,0.000909,0.000102,cluster2
1189,2304.892788,0.00208,0.000222,0.000088,cluster2
1190,2508.127403,0.002211,0.000541,0.000123,cluster2
1191,2266.314665,0.003335,0.013116,0.000119,cluster1
1192,2253.992123,0.002665,0.001785,0.000126,cluster2
1193,2248.218203,0.003957,0.007718,0.000181,cluster1
1194,2207.021306,0.003952,0.010921,0.000142,cluster1
1195,2166.83079,0.003199,0.005607,0.000156,cluster2
1196,2255.005466,0.003255,0.004685,0.000139,cluster2
1197,2260.38459,0.004308,0.016809,0.000174,cluster1
1198,2268.601356,0.003839,0.010528,0.00012,cluster1
1199,2226.915122,0.003315,0.006254,0.000135,cluster2
1200,2232.308658,0.003404,0.005134,0.000147,cluster2
1201,2253.756777,0.003309,0.005627,0.000148,cluster2
1202,2214.757917,0.003195,0.003792,0.00016,cluster2
1203,2231.908333,0.003529,0.00681,0.00016,cluster2
1204,2201.146553,0.003305,0.004542,0.000123,cluster2
1205,2283.651227,0.003629,0.003737,0.000174,cluster2
1206,2219.768574,0.003837,0.007092,0.000166,cluster1
1207,2216.916392,0.003664,0.006353,0.000135,cluster1
1208,2213.746869,0.004265,0.01498,0.00019,cluster1
1209,2305.971073,0.003617,0.007949,0.000146,cluster1
1210,2264.978355,0.00344,0.004676,0.000144,cluster2
1211,2150.456503,0.002932,0.002453,0.000197,cluster2
1212,2248.593849,0.003814,0.009877,0.000161,cluster1
1213,2258.31894,0.003807,0.010637,0.000142,cluster1
1214,2249.69434,0.003909,0.012953,0.000154,cluster1
1215,2241.801101,0.003771,0.010439,0.000143,cluster1
1216,2278.666214,0.003616,0.008662,0.000136,cluster1
1217,2231.331016,0.004213,0.017143,0.000138,cluster1
1218,2178.929627,0.00381,0.008266,0.000147,cluster1
1219,2248.253851,0.004002,0.011501,0.000147,cluster1
1220,2269.377825,0.003556,0.006548,0.000126,cluster1
1221,2327.500625,0.003752,0.009864,0.000139,cluster1
1222,2271.112754,0.003592,0.007147,0.000152,cluster1
1223,2252.753941,0.003541,0.007228,0.000132,cluster1
1224,2231.305932,0.003456,0.006649,0.000118,cluster2
1225,2225.022807,0.003465,0.007129,0.000132,cluster2
1226,2277.069658,0.003848,0.011793,0.000131,cluster1
1227,2154.182777,0.00354,0.007008,0.000125,cluster2
1228,2183.457183,0.003934,0.010867,0.00015,cluster1
1229,2247.548236,0.003698,0.009569,0.000119,cluster1
1230,2137.784991,0.002673,0.000466,0.000136,cluster2
1231,2153.22869,0.004292,0.019257,0.000144,cluster1
1232,2209.276641,0.0035,0.005091,0.000127,cluster2
1233,2255.18305,0.003856,0.011642,0.000161,cluster1
1234,2245.906687,0.004205,0.018374,0.00015,cluster1
1235,2248.09279,0.003593,0.008624,0.000118,cluster1
1236,2153.037647,0.004593,0.022293,0.00015,cluster1
1237,2218.478363,0.00434,0.016909,0.000191,cluster1
1238,2300.935584,0.003513,0.005501,0.000182,cluster2
1239,2289.080779,0.003605,0.007137,0.000141,cluster1
1240,2242.676589,0.003651,0.008929,0.000119,cluster1
1241,2341.412238,0.004068,0.01505,0.000149,cluster1
1242,2353.72024,0.00386,0.012032,0.000158,cluster1
1243,2338.950781,0.003455,0.007394,0.00014,cluster1
1244,2281.425301,0.002659,0.004563,0.000114,cluster2
1245,2206.61572,0.00391,0.015888,0.000126,cluster1
1246,2252.414751,0.004289,0.017692,0.000141,cluster1
1247,2260.078233,0.003732,0.00972,0.000141,cluster1
1248,2258.055128,0.004195,0.018917,0.00017,cluster1
1249,2239.679803,0.00403,0.012327,0.000214,cluster1
1250,2235.763573,0.004106,0.01354,0.000146,cluster1
1251,2224.042389,0.004934,0.030602,0.000104,cluster1
1252,2209.907646,0.004544,0.020149,0.000136,cluster1
1253,2278.178582,0.003903,0.014429,0.000115,cluster1
1254,2236.129389,0.003775,0.010096,0.000139,cluster1
1255,2231.151538,0.003439,0.005746,0.000146,cluster2
1256,2206.321165,0.004011,0.01955,0.000121,cluster1
1257,2230.240169,0.003527,0.007023,0.000125,cluster1
1258,2262.959811,0.003711,0.010828,0.00015,cluster1
1259,2110.999169,0.003866,0.010202,0.000147,cluster1
1260,2208.731171,0.003702,0.006698,0.000126,cluster1
1261,2197.252281,0.004082,0.015854,0.000135,cluster1
1262,2206.750048,0.004151,0.014844,0.000166,cluster1
1263,2179.405561,0.004817,0.029593,0.000116,cluster1
1264,2187.341754,0.004755,0.027087,0.000119,cluster1
1265,2299.640438,0.00354,0.005405,0.000147,cluster1
1266,2253.790898,0.004286,0.01805,0.000141,cluster1
1267,2303.020557,0.003668,0.008965,0.000116,cluster1
1268,2285.814488,0.003524,0.006069,0.000147,cluster1
1269,2289.751399,0.003312,0.007221,0.000145,cluster2
1270,2328.511571,0.003758,0.010249,0.000137,cluster1
1271,2280.825886,0.003651,0.013829,0.000123,cluster1
1272,2273.960645,0.003867,0.01111,0.000141,cluster1
1273,2235.096857,0.003832,0.010935,0.000158,cluster1
1274,2254.410632,0.004211,0.020335,0.000124,cluster1
1275,2191.706683,0.005129,0.036484,0.000101,cluster1
1276,2258.393066,0.004388,0.022701,0.000087,cluster1
1277,2226.192252,0.003724,0.007903,0.000094,cluster1
1278,2294.762667,0.004327,0.022364,0.000076,cluster1
1279,2261.277887,0.003905,0.013819,0.000123,cluster1
1280,2244.797934,0.003653,0.012382,0.000106,cluster1
1281,2278.291447,0.003895,0.013694,0.000125,cluster1
1282,2247.0944,0.004244,0.020812,0.000054,cluster1
1283,2282.137434,0.004016,0.015931,0.000075,cluster1
1284,2287.014475,0.003519,0.009239,0.000104,cluster1
1285,2335.096221,0.003955,0.014586,0.00005,cluster1
1286,2276.799136,0.003621,0.009635,0.000089,cluster1
1287,2274.90191,0.004939,0.033795,0.000079,cluster1
1288,2174.005431,0.005137,0.034542,0.000127,cluster1
1289,2212.654364,0.00365,0.011891,0.00008,cluster1
1290,2241.70109,0.004168,0.013011,0.000096,cluster1
1291,2192.353804,0.004491,0.021574,0.000098,cluster1
1292,2386.38187,0.004257,0.017591,0.000116,cluster1
1293,2231.982657,0.004595,0.025875,0.00011,cluster1
1294,2359.395285,0.003909,0.011962,0.000122,cluster1
1295,2336.390747,0.00399,0.016091,0.000122,cluster1
1296,2314.560853,0.004014,0.014509,0.000116,cluster1
1297,2388.119103,0.003104,0.006896,0.000163,cluster2
1298,2289.061128,0.004758,0.027652,0.000125,cluster1
1299,2239.705614,0.0052,0.03338,0.000126,cluster1
1300,2318.718515,0.0043,0.01449,0.000152,cluster1
1301,2400.706415,0.003951,0.015298,0.000111,cluster1
1302,2373.109211,0.004186,0.018534,0.000122,cluster1
1303,2296.4908,0.004792,0.028638,0.000151,cluster1
1304,2284.921171,0.004886,0.025509,0.000141,cluster1
1305,2219.76842,0.005301,0.037656,0.000117,cluster1
1306,2287.781214,0.004522,0.02181,0.000102,cluster1
1307,2292.038734,0.004855,0.028512,0.000109,cluster1
1308,2327.280176,0.004359,0.020154,0.00011,cluster1
1309,2307.201423,0.004591,0.026582,0.000149,cluster1
1310,2252.229382,0.004372,0.021546,0.000096,cluster1
1311,2359.385001,0.004185,0.015708,0.000125,cluster1
1312,2348.402533,0.004528,0.023583,0.000111,cluster1
1313,2263.788094,0.005058,0.035146,0.000111,cluster1
1314,2320.004681,0.004457,0.026903,0.000112,cluster1
1315,2388.363878,0.004396,0.01731,0.00013,cluster1
1316,2304.149147,0.004796,0.028512,0.000126,cluster1
1317,2350.139999,0.00415,0.011562,0.000137,cluster1
1318,2259.010005,0.004497,0.019687,0.000154,cluster1
1319,2270.388336,0.004096,0.014333,0.000127,cluster1
1320,2256.461772,0.003939,0.01044,0.000112,cluster1
1321,2268.441081,0.004404,0.027519,0.000206,cluster1
1322,2330.832328,0.002487,0.000501,0.000139,cluster2
1323,2322.058622,0.002369,0.001451,0.000119,cluster2
1324,2318.604106,0.005016,0.028606,0.000133,cluster1
1325,2311.51749,0.004163,0.016895,0.00015,cluster1
1326,2285.502219,0.004378,0.015851,0.000148,cluster1
1327,2248.538132,0.004775,0.021614,0.000218,cluster1
1328,2300.55844,0.004261,0.017433,0.000131,cluster1
1329,2392.499529,0.003595,0.006911,0.000156,cluster1
1330,2277.825932,0.003963,0.018193,0.000169,cluster1
1331,2316.034153,0.003846,0.019334,0.000141,cluster1
1332,2251.424885,0.004791,0.030608,0.000117,cluster1
1333,2294.22872,0.004259,0.014475,0.000133,cluster1
1334,2308.930994,0.004556,0.020697,0.000138,cluster1
1335,2274.378,0.00479,0.02538,0.000175,cluster1
1336,2235.420067,0.004939,0.031975,0.000111,cluster1
1337,2333.60576,0.004353,0.021502,0.000121,cluster1
1338,2411.555854,0.003984,0.014574,0.000118,cluster1
1339,2377.460694,0.003825,0.010511,0.000138,cluster1
1340,2394.675602,0.003726,0.012666,0.000146,cluster1
1341,2436.930705,0.003945,0.01389,0.000114,cluster1
1342,2382.368375,0.004367,0.024802,0.00013,cluster1
1343,2374.618682,0.00378,0.011965,0.000142,cluster1
1344,2365.207975,0.004029,0.016529,0.000103,cluster1
1345,2356.380828,0.004257,0.01696,0.000139,cluster1
1346,2387.873997,0.003786,0.012008,0.000105,cluster1
1347,2400.802197,0.003649,0.011772,0.000114,cluster1
1348,2350.503229,0.003419,0.006408,0.00013,cluster1
1349,2377.416889,0.003795,0.012832,0.000114,cluster1
1350,2396.442169,0.003327,0.010569,0.000127,cluster1
1351,2321.803916,0.005021,0.030779,0.000144,cluster1
1352,2314.835086,0.005248,0.036214,0.000104,cluster1
1353,2362.775204,0.003836,0.01503,0.000101,cluster1
1354,2402.711537,0.003566,0.015301,0.000127,cluster1
1355,2454.784795,0.003376,0.009148,0.00013,cluster1
1356,2351.702103,0.004929,0.028677,0.000118,cluster1
1357,2339.444877,0.004534,0.024354,0.000144,cluster1
1358,2406.240266,0.004526,0.030352,0.000147,cluster1
1359,2448.196811,0.003892,0.015932,0.000113,cluster1
1360,2461.293586,0.004523,0.022349,0.000194,cluster1
1361,2413.207792,0.004785,0.028472,0.000172,cluster1
1362,2369.449271,0.004393,0.020118,0.000161,cluster1
1363,2350.464987,0.004311,0.019544,0.000162,cluster1
1364,2464.70359,0.003837,0.012861,0.000116,cluster1
1365,2515.676379,0.003989,0.014759,0.000173,cluster1
1366,2419.015279,0.004132,0.018483,0.00014,cluster1
1367,2454.638623,0.003964,0.015885,0.000148,cluster1
1368,2460.910867,0.003785,0.011668,0.000137,cluster1
1369,2492.139088,0.004195,0.020093,0.00018,cluster1
1370,2431.305257,0.005422,0.03949,0.000168,cluster1
1371,2464.388549,0.004364,0.02058,0.00012,cluster1
1372,2552.477633,0.00414,0.014718,0.000173,cluster1
